,text,category,polarity
2566,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",food,positive
2011,But this place is a well-oiled machine so they know what they're doing.,anecdotes,positive
926,This is the best thing in Soho.,miscellaneous,positive
4168,Their Margarita is best I've had since I've returned from Naples!,food,positive
254,Ambiance- relaxed and stylish.,ambience,positive
3161,"Then, get ripped on free box wine.",price,positive
4656,Nice find.,miscellaneous,positive
498,I'll keep this short.,anecdotes,neutral
3162,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,positive
2383,The staff was knowledgeable and full of personality.,service,positive
296,Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive
223,Overall A oh ya even though there is waiting it is deff worth it,service,negative
1875,Will go back but only sate those homesick stomach cravings!,anecdotes,positive
2735,"While the prices are nothing special, the portions are huge.",price,positive
3314,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive
379,"Lunch came with pickels and slaw, no extra charge.",price,positive
1059,We will be back.,anecdotes,positive
2162,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",service,negative
1782,"The best Chicken pad tai, I've ever had.",food,positive
3286,Authentic Pakistani food.,food,positive
3498,Cute and decorative.,ambience,positive
1020,I love this cozy around the way Rest.,ambience,positive
1303,you guys rock.,anecdotes,positive
2253,Would recommend - perfect for those looking for a place close to grand central.,miscellaneous,positive
2956,We all felt it was worth it.,price,positive
381,Decent wine at reasonable prices.,price,positive
2407,Great food and the prices are very reasonable.,food,positive
897,Try green curry with vegetables.,food,positive
4358,The service was excellent and the food was delicious.,service,positive
3660,This is the best sushi in new york city - hands down.,food,positive
10,It is very overpriced and not very tasty.,food,negative
3038,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",miscellaneous,neutral
695,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,food,positive
1612,The hot dogs were cold in the middle and the buns were stale.,food,negative
3961,"Even upon delivery, their juicy pork buns are quite good . .",food,positive
1458,But the main hit was the whole grilled fish.,food,positive
1284,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive
1966,People are always friendly.,service,positive
3547,I recommend this place to everyone who asks me where to go for a good meal.,anecdotes,positive
57,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",ambience,positive
2975,Horrible.,anecdotes,negative
2678,Old school meets New world.,anecdotes,neutral
315,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",food,positive
1938,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,food,positive
3030,That's why you have to pay more for that.,anecdotes,neutral
102,All the people that I bring there go back on their own and bring THEIR friends!,anecdotes,positive
4843,I am going to the mid town location next.,anecdotes,neutral
735,You can do it here.,anecdotes,neutral
2505,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive
2980,I've never had bad service and the fish is fresh and delicious.,food,positive
2310,Everyone I bring here always loves it.,miscellaneous,positive
1749,They are located in the middle of Chinatown!,miscellaneous,neutral
2114,Everyone treats you like you were part of the family.,service,positive
1455,Never once did I leave feeling unwelcome or impressed.,anecdotes,conflict
3065,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,negative
2275,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,price,positive
4391,SO SO SO SO SO good!,miscellaneous,positive
95,I highly recommend the Sophia pizza.,miscellaneous,positive
1342,"If you live outside the neighborhood, don't bother!",anecdotes,negative
3817,"The food is outstanding and the service is quick, friendly and very professional.",service,positive
1372,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,miscellaneous,positive
192,We have been to Montparnasse many times and return often for good reason.,miscellaneous,positive
1021,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",food,positive
2491,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,food,negative
3169,The pizza is yummy and I like the atmoshpere.,food,positive
388,would have rather tried terrace in the sky or water club for that price,price,negative
4544,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",food,conflict
4248,We left after one drink.,miscellaneous,neutral
2324,They charge $6.00 for rice.,price,negative
1418,I have tried the various slice joints around the village but this is by far the best one.,anecdotes,positive
1446,Our friends have not arrived yet.,miscellaneous,neutral
1500,The rice was poor quality and was cooked so badly it was hard.,food,negative
688,Even after they overcharged me the last time I was there.,service,negative
4299,Haru on Park S is simply disgusting.,miscellaneous,negative
4475,Try the lobster teriyaki and the rose special roll.,food,positive
3724,Bon appettite!!,anecdotes,positive
4071,"This is such a lovely, peaceful place to eat outside.",ambience,positive
97,This is a consistently great place to dine for lunch or dinner.,anecdotes,positive
1209,What more could you want?,anecdotes,positive
4395,Very good value,anecdotes,positive
3090,I loved everythig about it-especially the shows and actors.,miscellaneous,positive
3756,"The service was bad, the food took to forever to come, we sat on the upper level.",service,negative
2567,I go twice a month!,anecdotes,neutral
274,My entire family was horrified.,anecdotes,negative
177,I was glad I did.,anecdotes,positive
1979,"Only wine and beer are served, but the house varities are actually quite good.",food,positive
2004,"I'm from sichuan, this is the restaurant I recommend going.",anecdotes,positive
