,text,term,start,end,polarity
1274,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",vegtables,229,238,positive
259,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,55,66,neutral
47,The price is reasonable although the service is poor.,price,4,9,positive
3530,No you're going to go back because the food was good.,food,39,43,positive
3372,The sushi seemed pretty fresh and was adequately proportioned.,sushi,4,9,positive
921,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables,26,32,negative
3349,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,97,108,positive
3660,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,soup,8,12,positive
1978,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza,31,47,positive
933,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,cost,104,108,conflict
2309,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",dishes,112,118,positive
3568,The price was extremely reasonable for the appetizers and food we ate.,food,58,62,positive
787,The food is great and reasonably priced.,priced,33,39,positive
2166,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",bagel,38,43,negative
2734,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,80,113,negative
2348,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,58,66,positive
1861,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,32,38,positive
2023,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",seat,20,24,negative
1423,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",wine,4,8,positive
516,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",place,4,9,positive
1970,"Largest and freshest pieces of sushi, and delicious!",pieces of sushi,21,36,positive
1636,All of the pizzas are terrific and the price is even better!,pizzas,11,17,positive
2115,"While the prices are nothing special, the portions are huge.",prices,10,16,neutral
2710,A Thai restaurant out of rice during dinner?,rice,25,29,neutral
3242,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,mixed drink special,39,58,positive
2929,"believe us, we've been eating sushi for over 15 yrs.",sushi,30,35,neutral
366,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,45,49,positive
2816,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,97,112,positive
1218,The fries are yummy.,fries,4,9,positive
1227,And the prices were way to high for what you get.,prices,8,14,negative
3077,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,14,18,positive
1795,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,14,19,positive
779,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait staff,61,71,negative
770,"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,68,71,positive
97,The menu is limited but almost all of the dishes are excellent.,dishes,42,48,positive
3405,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,65,70,positive
800,Prices are in line.,Prices,0,6,neutral
1439,The people in the restaurant were pretty obnoxious and loud.,people,4,10,negative
876,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,77,99,positive
1900,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,6,10,positive
478,"The food is great, service is ok.",service,19,26,neutral
2754,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,4,13,positive
1929,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks,74,80,positive
3561,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,68,72,positive
2844,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,58,63,positive
2775,I liked the food at this quasi-thai restaurant.,food,12,16,positive
2590,"The food is very good for it's price, better than most fried dumplings I've had.",food,4,8,positive
76,After really enjoying ourselves at the bar we sat down at a table and had dinner.,table,60,65,neutral
970,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,82,87,positive
2695,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,174,180,negative
1157,The rice was poor quality and was cooked so badly it was hard.,rice,4,8,negative
3173,I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,food,34,38,neutral
1674,"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,86,94,positive
1825,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,4,9,positive
2854,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,82,87,negative
2211,My biggest complaint was the un-tasty food although presented well.,food,38,42,conflict
317,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,4,16,positive
1832,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,171,200,positive
3259,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",flavor,123,129,negative
2148,They've the best desserts and mixed drinks as well as snack foods.,mixed drinks,30,42,positive
2085,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",staff,45,50,negative
1413,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,caprese salad,30,43,positive
2786,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,4,11,neutral
